id,source,domain,hate_text
COLD_GEN_P038,COLD,gender,上班看报纸喝茶什么的，玩游戏玩腻了什么的，最后玩女秘书，到底是真的还是假的[捂嘴][捂嘴][捂嘴]
COLD_GEN_P039,COLD,gender,也有很多男的偶尔有性幻想，但只有极少数成为强奸犯。照你说法，是不是这些强奸犯也是值得表扬？
COLD_GEN_P040,COLD,gender,这男的出轨报复也就算了，还一巴掌还骗钱？你们平时也aa，你应该要回来，没在一起也好，也希望你对待感情认真，吸取教训。容我再tui那个男的一唾沫
COLD_GEN_P041,COLD,gender,证据emmm 男方反抗造成的打斗痕迹岂不反而还坐实强奸了？
COLD_GEN_P042,COLD,gender,我为什么觉得这个男的很恶心。
COLD_GEN_P043,COLD,gender,漂亮的看脸，不漂亮的当然就是不看。肆意去看陌生女性容易曝光的部位有极大风险，我不想被捉住被说是色狼。
COLD_GEN_P044,COLD,gender,某些所谓的「直男癌」，见到女的就两眼放光，见到男的就鄙视
COLD_GEN_P045,COLD,gender,女生直播手臂小腿没有伤，已经澄清不是打人。是语言暴力。不过现在是女权的狂欢，真相已经不重要了
COLD_GEN_P046,COLD,gender,果然女人最恨女人，就你这情商，以后肯定是个无知老货
COLD_GEN_P047,COLD,gender,简而言之，可以对男性开这种玩笑，不能对女性开。 另外，后面那个例子根本是直接的歧视而完全看不出玩笑的意味，不要随便就类比到一起
COLD_GEN_P048,COLD,gender,在归零前，应该永远不会结束，可能男的会失败，变得更加女性化，然后站到女的那一边。
COLD_GEN_P049,COLD,gender,gay，玩儿sm的时候，很多恋白袜，反正作为直男觉得很恶心啊，男人的袜子，卧槽，要吐了。
COLD_RAC_P050,COLD,race,西方文明你往前看个几百年跨度，黑命贵么？特殊的只有近几十年罢了，而近几十年发生了什么事？二战后两个军事化国家联盟瓜分世界，也就是俗称的冷战秩序，美苏两个被巨无霸军工复合体绑架的军国主义头子，分别打着两种不同的国际主义旗号，
COLD_RAC_P051,COLD,race,"黑命贵是曲解，有4成美国白人支持的运动，怎么可能是黑人至上主义。Black,Lives,Matter的意思是黑人的命也是命。如果你去看BLM游行，基本都是在黑人被杀之后，"
COLD_RAC_P052,COLD,race,老奶奶会英文又怎样，空姐亚裔面孔，用中文交流，说明空姐即使不是中国人，中文也是常用语，当顾客要求说中文她还是要坚持英文并要麻烦另外一个顾客翻译，这已经是低水平的服务，给人的感觉就是说歧视中国人不愿意说中文，这种情况下给空姐一个教训并且投诉种族歧视并不为过
COLD_RAC_P053,COLD,race,毫不掩饰，我就是歧视黑人，但也非常支持漂亮国BLM[赞同]
COLD_RAC_P054,COLD,race,我们领导有一次晚上在外面抽烟，遇到一个黑人问他要，他以为人家要抢劫，吓得把口袋里钱包，烟什么的都拿出来，结果只拿走了包烟，留下他风中凌乱
COLD_RAC_P055,COLD,race,没什么，你可以看看有多少网民歧视黑人莫名其妙各种原因，还嘲笑外国人歧视其他民族，自己都没做到还说别人，以为自己有多高贵，
COLD_RAC_P056,COLD,race,这和背后是中国有什么关系。海外华人被歧视得还少吗。不被歧视就是因为他是姚明，
COLD_RAC_P057,COLD,race,不知道事实就不要瞎逼逼，不黑人家你能死还是能被强奸
COLD_RAC_P058,COLD,race,我不说多，但我看不起你们。分不清是非对错。你们在根正苗红的回答里说话，我不怪你们，因为旗往哪指你们往哪去。但这篇明明白白是中国人的民粹，清清楚楚的语言暴力，你们还来洗白，
COLD_RAC_P059,COLD,race,不落后也不觉得黑人好看，美国黑人混血的比较多而已，纯种的撒哈拉黑人丑死了，
COLD_RAC_P060,COLD,race,为什么白人看不起黄种人和黑人？
COLD_RAC_P061,COLD,race,且慢，这长达8分钟左右的跪杀，难道就是正常执法了吗。先不说第二修正案带来的博弈和黑人犯罪率的问题，单说这个白人警察，不就是混进警队的白人之上人渣吗。尽管对过可能磕了药、不老实，但这样活生生的用膝盖压住他人脖颈把人家扼死，
COLD_RAC_P062,COLD,race,黑人确实优秀，饿死也不种地，种了也是随手乱丢，而且人性都是一样的，所以请看看来广东的这些黑人，我不歧视种族，我指歧视黑人。
COLD_RAC_P063,COLD,race,"BLM的确过激,但是美国没资格因为BLM的过激而指责黑人,因为BLM之所以过激,是因为黑人历史上受到的欺凌与压迫罄竹难书,BLM的过激很大程度上原自黑人自身素质低,而这本身就是黑人受到压迫的结果,所以我们应该批评BLM的过激行为,而不是BL"
COLD_RAC_P064,COLD,race,无论是德国还是日本，谁在发动战争时不是把理由摆在“民族存亡”上?你能说他们都在扯淡?连3K党烧黑人，极端分子人体爆炸都有“挽救民族”的大义，你也觉得那些都是在扯谎?
COLD_RAC_P065,COLD,race,"用春秋笔法抨击“春秋笔法”有说服力吗？如同防务报告并未鼓吹中国威胁却被路透社拿来imply中国威胁一样，路透社原文被该答主拿来imply“不吭气美国”“fake,news无下限”。"
COLD_RAC_P066,COLD,race,额，然而我在欧洲真实情况是欧洲人觉得俄罗斯人是杂种，尤其是英国人。倒是跟我玩的很好的白人（西北欧国家），对亚裔没偏见，就是不喜欢俄罗斯人。
COLD_RAC_P067,COLD,race,"上次那个女警走错门，把一个黑人打死了的案子后续什么情况？,你警察遇到反抗的罪犯开枪我能理解，但是你走错门，"
COLD_RAC_P068,COLD,race,一位美国警察执法导致黑人窒息而死，和他一起执勤的警察也跟着一起被革职。在有能力的情况下不制止本身就是犯罪，等一手语音，如果skt近期不放语音那就是默认了
COLD_RAC_P069,COLD,race,哥，中国女权就算了，韩国女权有个组织真成邪教了，是会杀人的。
COLD_RAC_P070,COLD,race,"我不喜欢黑人=歧视黑人,我讨厌黑人=歧视黑人,跪舔黑人=种族平等"
COLD_RAC_P071,COLD,race,软件自动检测就算是错误率万分之一每天都会错删数以十计的图片。 为什么谷歌把黑人识别成大猩猩在中国没这种阴谋论呢？美国人想清洗黑人，谷歌白佬的阴谋啥的[好奇]
COLD_RAC_P072,COLD,race,虽然这黑叔叔的表现只是个例（见识有限，可能有更过分的案例没有报道出来），但这也是我对美国黑人基本不抱同情的原因之一。你以为他们是无产阶级的好战友，是受压迫的底层人员。但人家从心里就未必瞧得起你。
COLD_RAC_P073,COLD,race,"南韩的大民族主义者招骂早就是东亚文化圈里边的共识了，除了中国人厌恶他们，就是越南和日本人在网上喷韩国的最多。加起来整好是儒教四国。,表面上看起来是一小撮民族沙文主义者在给本国人招恨，倒不如说是全民心底里的儒教等级思想在作祟，"
COLD_RAC_P074,COLD,race,题主的意思就是审美观念，就好像你妈妈穿着lolita，而并不是看不起黑人
COLD_RAC_P075,COLD,race,"突然想起我们小时候骂人,A:,你这个日本人,B:你才是日本人,不要脸。[捂脸][飙泪笑]"
COLD_RAC_P076,COLD,race,"我不喜欢黑人不妨碍我讨厌国男,别烂比烂"
COLD_RAC_P077,COLD,race,不是黄种人不好看，那是你自己不好看吧？！毕竟是中国娱乐圈里，有白人基因的还是少数，照你这么说，还是一大部分的明星都不好看了？！ 刘亦菲，范冰冰，杨洋这都是中国基因，难道不好看？！只能说你自己偏见吧！
COLD_RAC_P078,COLD,race,南非的黑人是主人，白人是奴隶
COLD_RAC_P079,COLD,race,在东北日本人也是骂人
COLD_RAC_P080,COLD,race,是答主先不靠谱的。现在只知道刘强东曾以强奸的罪名被捕，根本不知道女主是谁。你确定报案的不是门口扫地的黑人大妈？
COLD_RAC_P081,COLD,race,中国社会福利体系完全和西方包括日本没法比，大部分国女不找个爹负责根本不会生，国人追求婚姻也是追求共同对抗生存风险，
COLD_RAC_P082,COLD,race,在bcy上面看到好几个富婆炫自己上万的设子，我一脸黑人问号，完全get不到她们的点……哪里值1w了……贫穷限制了我的想象力……
COLD_RAC_P083,COLD,race,本质是因为黑人在中国就类似于物种入侵，中国仍有大部分人无法获得性资源等等，但黑人就因为是黑人，这些信手沾来。努力搬砖也抵不过一个黑人的身份，你告诉我，这怎样才能做到不嫉妒？每个阵容都为自己那个阵容而争取利益，
COLD_RAC_P084,COLD,race,"你是找骂吗这个问题？男女尚未平等，你给我谈男性受歧视(气笑),怎么看待当代女性受职场歧视严重？怎么看待女性在婚姻中的隐形付出被忽视的情况严重？怎么看待男女政治家的比例悬殊？怎么看待女性受性侵害后反而被嘲穿着不雅？怎么看待。"
COLD_RAC_P085,COLD,race,如果经历过校园欺凌的人都会认可父亲做法，手段过于残忍再不济打一顿就好了，男孩父母的放纵遇见这样子的人，教训的代价太大了而已，无非成为这短时间的谈资，打击校园欺凌的重视，就跟黑人之死引发黑人的黑命贵一样，大好的生命却成为知乎谈论的谈资，可悲可叹
COLD_RAC_P086,COLD,race,歧视黑人没什么，我保证能得到支持[大笑]
COLD_RAC_P087,COLD,race,搞得好像他们去国外就高人一等一样，亚裔里最底层的就是华裔，美国社会最容易被歧视被忽略不计的就是华裔。还有人说有钱人都不爱国，我笑了，中国人人民共和国，有钱人这个东西一直都是少数，资本家们都是没有良心的玩意儿，搞的好像有钱人做的就是对的，什么年代了还金钱崇拜
COLD_RAC_P088,COLD,race,你没看懂问题所在，如你所说，这种带有种族倾向的做法大家都理解。 问题是当了biao子还要立牌坊，明明歧视亚裔，号称自己对种族一视同仁，实质行动上又歧视亚裔。
COLD_RAC_P089,COLD,race,这是狡辩！因为反过来同样成立：对女性表现出的性别歧视本质上还是对男性的性别歧视。
COLD_RAC_P090,COLD,race,四川话里日本人确实是骂人
COLD_RAC_P091,COLD,race,只希望赶紧分手，对于萌德歧视黑人是完全无感的
COLD_RAC_P092,COLD,race,"中国人说：好可怜，他们是二等公民，除了有钱，提升、任职都受到歧视。,美籍华人自己说：你胡说。,我们美国人,没有歧视...emm，其实是有一点啦，但是没那么严重。我们自己只管挣钱，然后最多碰到一些不友好的事情，比如有人说滚回去。"
COLD_RAC_P093,COLD,race,我国的56个民族是自古以来凭自己本事在这片土地上生存的，现在的民族大融合及团结都是先辈的血汗，另外我们也没有奴役屠杀过黑人兄弟的祖先，黑人想在这片土地上当家做主，有本事来抢[酷]不来这抢，大家还能做兄弟，
COLD_RAC_P094,COLD,race,中国人奴性重？中国人其实一直都是很彪的，你以为王侯将相，宁有种乎是白叫的？如果你大概知道世界史，底层老百姓动不动就起义革命的除了中国大概也就是法国人了。谈到奴性，你看看隔壁印度人……
COLD_RAC_P095,COLD,race,我在非洲呆过很久，相信我，黑人不值得同情，他们就是劣等民族，没有羞耻心没有上进心，天生就该被奴役的种族。
COLD_RAC_P096,COLD,race,这个社会对女性的歧视，尤以农村为重，对于女生，能读书就供，学不了就嫁人，对于男生则要安排买房娶媳妇儿，未尽责任的你们生孩子是干嘛的？这种畸形文化让人觉得寒心，即便女儿在外受了欺负，作为父亲也只是马后炮的人后示威，要你这种父亲何用？
COLD_RAC_P097,COLD,race,奴隶坐船体弱的死一部分，长的丑的死一部分，剩下的女黑奴和白人奴隶主的后代就是今天的美国黑人！
COLD_RAC_P098,COLD,race,想不到帝国主义宣传机器这么狡猾，拍劳动人民反剥削的剧作里也暗藏沙鸡，阴谋毒害下一代，这是妄图把种族压迫延续万万年啊？同学们，不能忍啊不能忍，哪怕是韩国叔叔忍了中国婶婶们也不能忍！全世界叔叔婶婶们要团结起来，
COLD_RAC_P099,COLD,race,这种把期待放在美国上，根本不靠谱。美国这次针对黑人搞种族歧视，万一以后针对亚裔怎么办，你怎么做？排华法案可是搞过的
COLD_REG_P100,COLD,region,知乎上的影视大V一个比一个恶心人，台湾人yolfilm有多反智我都懒得说，还有个“为梦而生”上个月连发3文维护天使大宝贝杨颖，神经病啊！
COLD_REG_P101,COLD,region,在东北说你妈卖逼的，不是骂人话？你脑袋有问题在外面不要说你是东北人好吗？丢人现眼！不是骂人话是吧，送给你:MMP！
COLD_REG_P102,COLD,region,可是我还是觉得成王败寇，抗战胜利美国佬在中国强奸打人杀人，毛子在东北，你看他们打赢了，毛子在东北抢劫强奸杀人，抢设备，没人说他们？也没人清算，只是因为拳头不够硬。
COLD_REG_P103,COLD,region,哪有那么严重，我四川人，在北方上学，我生活上不说脏话，但同学老让我教他们用四川话骂人，他们也只是觉得说着很有意思而已
COLD_REG_P104,COLD,region,现在还是有很多人觉得河南人跟井盖儿的关系诡异……[小情绪]
COLD_REG_P105,COLD,region,哪里都有好人，也有坏人，还有不好不坏的普通人。不求对山东过分夸赞，只奢望对我们公平评价就好…
COLD_REG_P106,COLD,region,本四川人一直以为是妈妈批[捂脸]单纯骂人
COLD_REG_P107,COLD,region,那种垃圾哪来的脸能代表河南人民？
COLD_REG_P108,COLD,region,传销确实是外地人多这个不假，但你知道贩毒、吸毒、赌博、抢劫、强征、强拆么？这些大部分可没外地人什么事。我家里两个亲戚跑长途的，跑了二十多年，哪个省没待过？他们一致认为广西是最危险的地方。
COLD_REG_P109,COLD,region,北京人的地域歧视只会和北京人表现出来，不会直接对外地人表达的
COLD_REG_P110,COLD,region,前年我住在东站附近七纬路，打车到滨江道，绕了老大一圈好嘛！我是外地人但不是刚来天津的呀。哎，不得不说太爱欺负外地人了，挺排外的。就连我在天津待了好几年的老乡都开始欺负外地人以天津人自居，这就是所谓的大城市吗？
COLD_REG_P111,COLD,region,‘’其次，你这类人是最恶心的，喜欢拿别人名字或者昵称来反驳他的观点，见个人叫杨伟，就觉得他阳痿，见人叫范统，就觉得他是饭桶‘’自己打自己的脸吗 别人叫郑成功就要去管理台湾了？ 我劝你还是多反思一下为什么所有人都是在喷你的吧
COLD_REG_P112,COLD,region,他妈的油一次我也是排到3个台湾人，故意找借口杀我，然后谩骂嘲讽我们大陆，我也觉得真的恶心他们，就会找我们撒气
COLD_REG_P113,COLD,region,天哪！这不是地域歧视吗？！我只是拿河南人来类比而已。你的那句话和前者就是一个意思。
COLD_REG_P114,COLD,region,我，，上个月也接到广东腔的诈骗电话。耐着性子听了半天，不想理了，就说，你当我傻啊。对方说，你就是傻，给你钱你都不要就是傻。我？？？一脸懵逼。现在骗子都这么耿直了？？
COLD_REG_P115,COLD,region,英国人绅士，真有傻子信自媒体的洗白文？贩卖黑奴，殖民全世界，还在中国杀人强奸，火烧圆明园，八国联军奸淫北京，全都忘记了？
COLD_REG_P116,COLD,region,你说台湾人如何如何的时候和地域黑有什么区别？讲讲道理好不好，什么地方都有持两派意见者，一棍子打死没有帮助
COLD_REG_P117,COLD,region,东北人也只剩地域黑这一条理由来反驳了
COLD_REG_P118,COLD,region,浙江经济发达并不是你可以来随意吐槽的点，一系列发生的事情，浙江也在不断整改，揪着恶意事件来抨击一个省份，来体现所谓的利益至上。作为一个浙江人，我觉得不公平，存在一定地域歧视，不论你是什么省份，什么国家的人，当有一天有人来恶意抨击你的家乡，你作何感想。
COLD_REG_P119,COLD,region,台湾人小气的死，回台湾说给我们带特产 一人发了一个凤梨酥 没错 是一个。。
COLD_REG_P120,COLD,region,我想说中国人种族歧视，民族歧视都不重，在新疆少数民族和汉族相处超级融洽，至于种族歧视，你什么时候看见中国人对外国人人身攻击过？倒是有外国人在中国马路边强奸少女
COLD_REG_P121,COLD,region,身为河南人。 恶心宿舍某个河南室友。嘲讽我穿优衣库
COLD_REG_P122,COLD,region,同北京基本不看北京台，不是养生就是美食节目，节目里卖东西，感觉这台没什么下限之前总弄些不出名的小品相声演员演婆媳不和，媳妇总是特别恶劣的那种小品恶心坏了，加上之前拆迁事件就不说了。对这台没好感
COLD_REG_P123,COLD,region,是的，在东北打女人是要被人歧视的
COLD_REG_P124,COLD,region,我是桂林人，以前初中四川的英语老师地域歧视我们广西，还叫我们以后出门介绍自己别说自己是广西人否则人家觉得你很懒……这里有四川的兄弟姐妹吗……给我说说看，你们四川人是不是都觉得广西人懒？
COLD_REG_P125,COLD,region,这个问题下炸出那么多地域黑也是可以的。地域歧视还理直气壮，自诩受教育程度高的你们，有没有你们口中说的素质？评论里一堆说广西人都是人渣都混社会都没礼貌的，你说出这些话的时候，你就配不上谈素质了。科科。
COLD_REG_P126,COLD,region,对对对，台湾人对我们的恨意是远大于外国人的，外国人哪怕是歧视也只是讨厌的程度，台湾人是真的仇视
COLD_REG_P127,COLD,region,但是我一个东北人到江浙沪就已经感觉到身高差距了，说实话，不是地域黑。遇到过个子高的人，很多都是白人、韩国人、外省人，本地人真的凤毛麟角
COLD_REG_P128,COLD,region,？？就我是例外吗，在欧洲生活8年，老外都非常友善，甚至有掏心掏肺的那种。总共十几个房东全都对我很好，有的还送吃的送圣诞礼物。香港人确实都冷冷的，但台湾人都非常友善，经常约饭，一起玩狼人杀一起自习。8年就被歧视过一次，被一个十三四岁叼着烟的小屁孩歧视。
COLD_REG_P129,COLD,region,我是毛的水军，坐标广州白云，建筑设计工作。林心如作为土生土长的台湾人，喜欢台湾更符合常理啊。不要上来就骂人，正常辩论干嘛要动怒？平台只是平台，和人一样，生来平等，无分贵贱。
COLD_REG_P130,COLD,region,香港别的不说，服务态度不是出了名的差？全世界发达地区还能找出一个像香港这样态度恶劣的地方？如果说仅仅歧视大陆人也就算了，香港那些餐饮店对本地人都一样黑口黑脸的，我想不出全世界稍微发达点的，有哪里是这种服务态度
COLD_REG_P131,COLD,region,而且她去排个队喝咖啡前面那个人就被她认为是北京人，模仿前面那个人的语气口音其实也不是北京口音啊，就这样被她地域黑了，什么鬼。北京人不背这个锅
COLD_REG_P132,COLD,region,你翻翻你上一条评论你说的是什么，一转身北京就没有排外的了？记性这么差呢
COLD_REG_P133,COLD,region,那为什么发泄点会在河南和东北身上？至于发泄情绪，哪来的情绪？谁会因为有情绪会拿地域黑来发泄？你说我黑的不在点上，我只是说了地域黑的原因，你就说我地域黑？既然你说黑不到点上，那你一条一条驳斥这些原因。
COLD_REG_P134,COLD,region,嘿，你想的真多。你没看题主是在黑东北。
COLD_REG_P135,COLD,region,河南怎么就有歧视性了？？是你自己内心歧视？还是什么问题？
COLD_REG_P136,COLD,region,台湾都是有钱的小商人
COLD_REG_P137,COLD,region,我小学的时候市里就有卖新疆切糕的，我不吃干果我妈也不吃，路过无数次都没买过，后来切糕就出圈儿了，想想幸好我不爱吃
COLD_REG_P138,COLD,region,大部分老北京人都不歧视外地人，因为他们连身边的北京人都看不起，觉得老子是天下第一
COLD_REG_P139,COLD,region,看到怕被说地域黑，就感觉是东北 🤦 ‍♀️
COLD_REG_P140,COLD,region,我寻思四川这个省有这么多个人，你这种带一些地域偏见的言论有没有想过那些没有说过的某川人，就非要搞搞歧视？打这句话真的招人讨厌你知道吗
COLD_REG_P141,COLD,region,新疆人果然都有一种优越感
COLD_REG_P142,COLD,region,事出有因，她在网上骂河南人是跟一名自称河南人的女网友对骂。然后这个事件就被一些人抓住脑补扭曲成骂河南籍前夫。营销号就是制造话题找卖点的，吃瓜群众也不会关心事实真相，看热闹不嫌事大
COLD_REG_P143,COLD,region,你是东北人？别恶心人了！自己杜撰造谣的吧！作为东北人，从来没听过这些！
COLD_REG_P144,COLD,region,不知道你想表达什么？杀人偿命要女婿偿命？什么神逻辑，答主要表达的是医学成就，汤不该获此殊荣吗？！为什么自杀？为什么没去台湾？难道不是为了新中国？你这心理真是阴暗啊，地也没洗成，何苦呢
COLD_REG_P145,COLD,region,闽南人的后裔基本就是，宗族观念，排外，不把女人当人看，台湾人也是这样，垃圾的很
COLD_REG_P146,COLD,region,这东北人偷香蕉被发现，然后还是拿个大砍刀装逼，这偷窃变成抢劫了。这广西大叔那斧头实际上自卫行为。明显被对方拿着长刀欺负到头上了才自卫的
COLD_REG_P147,COLD,region,同洛阳人，现在在外面上学，偷井盖这个梗也就河南人自己用来调侃调侃，外省用就是地域黑好吗！真的很气听到别的人说河南特产是井盖OK？
COLD_REG_P148,COLD,region,并非如初，北宋时的河南方言与现在基本无异。只是郑州和周围城市因为受普通话影响，说河南话的字数与普通话相同，只是语调不同，他们的河南方言已经不正宗。正宗的河南方言在经济落后一些的地方保留较好。我此处说的正宗是指外地人不那么容易听懂。
COLD_REG_P149,COLD,region,东北还真是那样……事实如此不是黑……那些小官，都不能说是官，就是一个政府单位的办事员都是那吊样……恶心得要死
CCL_3346,CCL2025,race,话是这样说，但是像我们这样的普信男国女又看不上 不但看不上 还大加嘲讽 结婚彩礼不算车房都要几十万 有些郭楠在部分国女眼里早就被开除人籍了 只有黑皮白皮才是人上人
CCL_1646,CCL2025,gender,我190+，但是这种墓垢还是铁鲨鼻
CCL_2076,CCL2025,lgbt,笑死，要是刷男女的没人有意见，真就高贵的同性恋呗??
CCL_4460,CCL2025,gender,居然没有一个拳师冲。
CCL_1460,CCL2025,race,征尼大将军
CCL_3649,CCL2025,race,非洲人踢球猛，打篮球更猛，跑步无敌。可是有什么用呢？？？根本没有办法改变国家民族，让大部分人生活的更好。
CCL_1313,CCL2025,gender,举个例子吧，一家公司要招个保安，结果有9个女人和1个男的应聘。但这家公司能拿出至少十个理由来拒绝掉女的，最终只招了那男人
CCL_2241,CCL2025,race,别埋汰失足女，跟过黑人的那叫人么，跟动物有啥区别
CCL_0318,CCL2025,race,你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际鬼子虫类及其它们后代虫混的理由对于你这点居心叵测的小心思我早已看透
CCL_5645,CCL2025,race,哈哈哈哈，完全是调侃，男人味是指身上气味大，器大活好是女人认为的，我就顺口这么一说
CCL_0423,CCL2025,region,我广东人，说实话广东人和广西人，总体来说的确是丑人多。如果你去过四川，东北这些地方玩过，你会发现这几个地方的平均颜值高广东几个档次
CCL_3761,CCL2025,region,本东北人表示的确如此，河南黑吉山东毕竟被黑一个是穷一个是毕竟知名，江西这几年彩礼也风口，至于青海这种地方，你问他青海属于西藏还是新疆，很多人的确会谨慎地二选一的。
CCL_4683,CCL2025,race,要把一滴血原则带到中国来
CCL_2005,CCL2025,race,我说实话，我膈应，我觉得我的思想还是偏保守，再者我认为讨厌黑人不算是思想保守，只是看见了很多事情之后的一种总结
CCL_7138,CCL2025,lgbt,答主是大部分人的想法，很多人潜意识都是不接受的，只是很多人都不敢去表达对于同性恋的态度，随着时代发展，同性恋也越来越敢发声了，我们不能对同性恋有任何意见，有意见就是歧视。同性恋越来越会道德绑架了！
CCL_7434,CCL2025,race,你知道你们的主子是怎么评价你们的嘛 “chinese women's pussy smells like dead fish”😆声名远播了属于是，给你们取个新名字吧dead fish girl怎么样🤭
CCL_6295,CCL2025,race,为什么我觉得世界女权是在故意抹黑中国女性呢？中国女性中真正的口区女权比例不大吧？为什么要所有中国女性背锅
CCL_0927,CCL2025,region,广州就是黑河南、黑北方的总部
CCL_5016,CCL2025,race,举报外教从我做起，电商的发展也会把一些垃圾去除，加速才是我们想要的。
CCL_1675,CCL2025,region,西安本地作风彪悍的大多是东边某省逃荒过来的后裔
CCL_3235,CCL2025,region,好家伙，间接黑了一波北京（玩笑）
CCL_6411,CCL2025,race,确实，我同意要自由恋爱，爱情不分人种和肤色，什么?问我女儿要找个黑人怎么办?就当没生过喽
CCL_6091,CCL2025,race,默滚出中国就行了。
CCL_1753,CCL2025,race,五角场附近的女大学生，基本985了吧？一群女人和黑人留学生玩转盘，比起海天盛宴还刺激，这可是985的女大学生啊，可以英语交流的，我知道你不信，可现实就是如此。🤣
CCL_2775,CCL2025,race,艾滋，滥交，犯罪，吸毒贩毒，粘上一样非死即伤。有交往就有潜在风险，大家都是正常人，趋利避害是本能。希望大家努力，打击默的生存空间，让社会光明一点。
CCL_1442,CCL2025,race,失足妇女是要钱，可以理解。
